area_name,year,group_name,sub_group_name,cases_acquitted_or_discharged,cases_charge_sheets_were_not_laid_but_final_report_submitted,cases_chargesheeted,cases_compounded_or_withdrawn,cases_convicted,cases_declared_false_on_account_of_mistake_of_fact_or_of_law,cases_investigated_chargesheets_fr_submitted,cases_not_investigated_or_in_which_investigation_was_refused,cases_pending_investigation_at_year_end,cases_pending_investigation_from_previous_year,cases_pending_trial_at_year_end,cases_pending_trial_from_the_previous_year,cases_reported,cases_sent_for_trial,cases_trials_completed,cases_withdrawn_by_the_govt,cases_withdrawn_by_the_govt_during_investigation,total_cases_for_trial
Assam,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,5,10,0,3,0,15,0,47,34,28,28,28,10,10,0,0
Bihar,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,14,0,5,0,14,0,24,14,80,73,24,14,7,0,0
Chandigarh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,11,0,3,0,11,0,0,2,35,28,9,11,4,0,0
Chhattisgarh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,9,0,0,0,9,0,0,0,37,28,9,9,0,0,0
Dadra & Nagar Haveli,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,0,4,3,1,1,0,0,0
Delhi,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,117,0,90,0,162,0,90,0,109,76,469,658,123,90,279,0,0
Goa,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,27,0,19,0,27,0,2,1,20,14,28,27,21,0,0
Gujarat,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,31,0,0,0,31,0,2,0,330,302,33,31,3,0,0
Haryana,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,42,0,59,0,3,0,59,0,3,0,137,123,62,59,45,0,0
Himachal Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,2,0,1,0,2,0,2,0,9,9,4,2,2,0,0
Jammu & Kashmir,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,5,0,0,0,5,0,8,2,16,13,11,5,2,0,0
Jharkhand,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,5,0,1,0,5,0,0,2,22,19,3,5,2,0,0
Karnataka,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,107,2,1183,0,1067,0,1185,0,7,22,779,770,1170,1183,1174,0,0
Kerala,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,23,1,167,8,89,1,168,0,34,35,424,377,168,167,112,0,0
Lakshadweep,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,23,0,2,0,23,0,0,0,89,76,23,23,10,0,0
Maharashtra,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,74,1,195,26,8,0,196,0,616,503,2313,2226,309,195,82,0,0
Manipur,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Mizoram,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,2,3,0,1,0,5,0,0,0,1,0,5,3,2,0,0
Nagaland,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,4,0,6,0,4,0,2,2,1,3,4,4,6,0,0
Odisha,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,18,0,20,0,4,0,20,0,11,9,66,68,22,20,22,0,0
Puducherry,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,4,0,5,0,4,0,0,0,2,4,4,4,6,0,0
Punjab,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,16,0,35,0,12,2,35,0,27,32,101,94,32,35,28,0,0
Rajasthan,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,27,0,78,0,40,0,78,0,2,1,363,352,79,78,67,0,0
Sikkim,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tamil Nadu,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,82,62,3021,0,2791,0,3083,0,179,240,674,526,3022,3021,2873,0,0
Tripura,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,18,0,38,0,22,0,38,0,7,1,122,124,44,38,40,0,0
Uttarakhand,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,4,0,0,0,4,0,0,0,4,0,4,4,0,0,0
West Bengal,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,47,1,90,0,18,1,91,0,147,118,157,132,121,90,65,0,0
Andaman & Nicobar Islands,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
Andhra Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,237,0,646,1,288,0,646,0,115,80,773,653,681,646,525,0,0
Arunachal Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Assam,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,17,7,17,0,1,1,24,0,47,47,27,28,25,17,18,0,0
Bihar,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,11,3,16,0,2,0,19,0,33,24,83,80,28,16,13,0,0
Chandigarh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,4,0,0,0,4,0,5,0,39,35,9,4,0,0,0
Chhattisgarh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,6,0,6,0,6,0,0,0,34,37,6,6,9,0,0
Dadra & Nagar Haveli,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Daman & Diu,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,0,5,4,1,1,0,0,0
Delhi,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,85,0,117,0,97,0,117,0,143,109,404,469,151,117,182,0,0
Goa,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,36,0,36,0,36,0,4,2,20,20,38,36,36,0,0
Gujarat,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,56,0,0,0,56,0,5,2,380,330,59,56,6,0,0
Haryana,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,86,0,5,0,86,0,2,3,204,137,85,86,19,0,0
Himachal Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,5,0,0,0,5,0,1,2,14,9,4,5,0,0,0
Jammu & Kashmir,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,2,0,0,0,2,0,9,8,18,16,3,2,0,0,0
Jharkhand,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,3,7,0,3,0,10,0,3,0,25,22,13,7,4,0,0
Karnataka,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,159,0,1244,3,935,0,1244,0,4,7,926,779,1241,1244,1094,0,0
Kerala,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,59,1,219,3,59,0,220,0,39,34,522,424,225,219,118,0,0
Lakshadweep,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,10,0,17,0,1,0,17,0,2,0,95,89,19,17,11,0,0
Maharashtra,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,144,2,245,4,15,0,247,0,591,616,2395,2313,222,245,159,0,0
Manipur,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Meghalaya,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Mizoram,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
Nagaland,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,4,0,0,0,4,0,0,2,4,1,4,4,1,0,2
Odisha,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,26,0,2,0,26,0,14,11,76,66,29,26,16,0,0
Puducherry,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,5,0,6,0,5,0,0,0,0,2,5,5,7,0,0
Punjab,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,13,0,48,0,13,4,48,0,33,27,123,101,58,48,26,0,0
Rajasthan,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,13,0,116,0,48,0,116,0,1,2,418,363,115,116,61,0,0
Sikkim,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tamil Nadu,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,137,1,2907,13,2854,3,2908,0,45,179,577,674,2777,2907,2991,0,0
Tripura,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,16,0,34,0,32,0,34,0,4,7,108,122,31,34,48,0,0
Uttarakhand,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,2,0,4,0,2,0,0,0,2,4,2,2,4,0,0
West Bengal,2005,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,24,4,101,0,48,0,105,0,116,147,186,157,74,101,72,0,0
Andaman & Nicobar Islands,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
Andhra Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,184,1,617,0,263,0,618,0,154,115,943,773,657,617,447,0,0
Arunachal Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Assam,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,16,22,30,2,8,0,52,0,24,47,31,27,29,30,24,0,0
Bihar,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,15,0,0,0,15,0,31,33,93,83,13,15,5,0,0
Chandigarh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,6,0,1,0,6,0,2,5,43,39,3,6,2,0,0
Chhattisgarh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,12,9,2,0,12,0,1,0,30,34,13,12,7,0,0
Dadra & Nagar Haveli,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Daman & Diu,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,0,6,5,1,1,0,0,0
Delhi,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,61,0,185,0,89,0,185,0,70,143,439,404,112,185,150,0,0
Goa,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,24,0,25,0,24,0,6,4,17,20,26,24,27,0,0
Gujarat,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,70,0,7,0,70,0,13,5,438,380,78,70,12,0,0
Haryana,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,13,0,77,0,13,0,77,0,10,2,255,204,85,77,26,0,0
Himachal Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,1,0,0,0,1,0,0,1,14,14,0,1,1,0,0
Jammu & Kashmir,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,4,0,0,0,4,0,10,9,22,18,5,4,0,0,0
Jharkhand,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,10,0,1,0,10,0,4,3,32,25,11,10,3,0,0
Karnataka,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,146,1,740,1,409,1,741,0,47,4,1110,926,786,740,555,0,1
Kerala,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,28,2,174,2,47,0,176,0,52,39,619,522,189,174,75,0,0
Lakshadweep,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,14,0,2,0,14,0,0,2,93,95,12,14,16,0,0
Maharashtra,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,95,0,284,6,14,0,284,0,685,591,2564,2395,378,284,109,0,0
Manipur,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0
Mizoram,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Nagaland,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,7,0,7,0,7,0,2,0,4,4,9,7,7,0,0
Odisha,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,38,0,3,0,38,0,20,14,97,76,44,38,17,0,0
Puducherry,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,8,0,3,0,8,0,0,0,5,0,8,8,3,0,0
Punjab,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,20,3,45,0,6,1,48,1,50,33,142,123,67,45,26,0,0
Rajasthan,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,12,0,141,0,52,0,141,0,3,1,495,418,143,141,64,0,0
Sikkim,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Tamil Nadu,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,96,0,1696,0,1631,0,1696,0,81,45,546,577,1732,1696,1727,0,0
Tripura,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,70,0,26,0,70,0,4,4,146,108,70,70,32,0,0
Uttarakhand,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,3,0,0,0,3,0,0,0,5,2,3,3,0,0,0
West Bengal,2006,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,23,25,59,0,72,0,84,0,98,116,150,186,66,59,95,0,0
Andaman & Nicobar Islands,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,1,0,5,5,1,0,0,0,0
Andhra Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,321,1,614,1,141,6,615,0,145,154,1094,943,612,614,462,0,0
Arunachal Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Assam,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,6,20,0,4,0,26,0,19,24,41,31,21,20,10,0,0
Bihar,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,2,19,0,3,0,21,0,37,31,101,93,27,19,11,0,0
Chandigarh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,7,0,1,0,7,0,0,2,47,43,5,7,3,0,0
Chhattisgarh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,15,0,1,0,15,0,0,1,39,30,14,15,6,0,0
Dadra & Nagar Haveli,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0
Daman & Diu,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,0,0,0,0,0,0,5,0,4,6,5,0,2,0,0
Delhi,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,52,0,97,0,76,0,97,0,36,70,408,439,63,97,128,0,0
Goa,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,7,0,3,0,7,0,9,6,21,17,10,7,3,0,0
Gujarat,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,12,0,53,0,0,0,53,0,4,13,479,438,44,53,12,0,0
Haryana,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,12,0,91,0,15,0,91,0,7,10,319,255,88,91,27,0,0
Himachal Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,1,0,0,0,0,0,0,13,14,0,0,0,0,0
Jammu & Kashmir,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,3,2,0,0,0,5,0,6,10,23,22,1,2,1,0,0
Jharkhand,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,2,12,0,1,0,14,0,4,4,39,32,14,12,5,0,0
Karnataka,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,144,1,617,0,395,0,618,1,40,47,1188,1110,612,617,539,0,0
Kerala,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,33,0,184,0,47,0,184,0,69,52,723,619,201,184,80,0,0
Lakshadweep,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,17,0,19,0,4,0,19,0,0,0,91,93,19,19,21,0,0
Maharashtra,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,45,2,326,1,35,0,328,0,679,685,2809,2564,322,326,80,0,0
Manipur,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,2,2,1,0,1,1,0,0,0
Mizoram,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,3,0,5,0,3,0,3,2,2,4,4,3,5,0,0
Odisha,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,16,0,39,0,3,0,39,0,21,20,117,97,40,39,19,0,0
Puducherry,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,5,0,5,0,5,0,0,0,4,5,5,5,6,0,0
Punjab,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,29,2,49,0,11,3,51,0,41,50,151,142,45,49,40,0,0
Rajasthan,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,15,0,91,0,13,1,91,0,2,3,558,495,91,91,28,0,0
Sikkim,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,1,1,0,0,0,2,0,0,0,2,1,2,1,0,0,0
Tamil Nadu,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,45,0,1050,0,893,6,1050,0,224,81,658,546,1199,1050,938,0,0
Tripura,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,48,0,21,0,48,0,5,4,159,146,49,48,35,0,0
Uttarakhand,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,7,0,1,0,7,0,2,0,11,5,9,7,1,0,0
West Bengal,2007,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,67,7,64,0,17,0,71,0,89,98,130,150,62,64,84,0,0
Andaman & Nicobar Islands,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,1,6,5,0,1,0,0,0
Andhra Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,219,0,392,0,73,0,392,0,110,145,1194,1094,357,392,292,0,0
Arunachal Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Assam,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,2,25,0,10,0,27,0,19,19,49,41,27,25,17,0,0
Bihar,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,13,3,25,0,9,0,28,0,48,37,104,101,39,25,22,0,0
Chandigarh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,0,2,0,0,0,2,0,5,0,42,47,7,2,7,0,0
Chhattisgarh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,4,0,1,0,4,0,0,0,41,39,4,4,2,0,0
Dadra & Nagar Haveli,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,4,0,0,0,4,0,1,2,6,2,3,4,0,0,0
Daman & Diu,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,6,0,0,0,6,0,5,5,9,4,6,6,1,0,0
Delhi,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,50,0,40,0,50,0,46,36,412,408,60,50,46,0,0
Goa,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,12,0,11,0,12,0,11,9,20,21,14,12,13,0,0
Gujarat,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,17,1,53,0,3,0,54,0,2,4,512,479,52,53,20,0,0
Haryana,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,81,0,21,0,81,0,3,7,365,319,77,81,35,0,0
Himachal Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,0,0,0,0,0,0,1,0,10,13,1,0,3,0,0
Jammu & Kashmir,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,1,4,0,0,1,5,0,4,6,26,23,4,4,1,0,0
Jharkhand,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,4,0,5,0,1,0,5,0,7,4,39,39,8,5,5,0,0
Karnataka,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,219,1,512,0,215,2,513,0,40,40,1266,1188,515,512,434,0,0
Kerala,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,89,0,191,23,133,5,191,0,60,69,669,723,187,191,222,0,0
Lakshadweep,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,10,0,5,0,10,0,0,0,93,91,10,10,8,0,0
Maharashtra,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,168,0,308,2,62,0,308,0,698,679,2885,2809,327,308,230,0,0
Manipur,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,4,2,2,1,3,1,0,0,0
Mizoram,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
Nagaland,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,1,0,1,0,3,3,2,2,1,1,1,0,0
Odisha,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,26,0,36,0,3,0,36,0,14,21,124,117,29,36,29,0,0
Puducherry,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,3,0,1,0,3,0,0,0,6,4,3,3,1,0,0
Punjab,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,29,1,45,0,12,1,46,0,37,41,155,151,43,45,41,0,0
Rajasthan,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,66,0,70,0,65,0,70,0,4,2,497,558,72,70,131,0,0
Sikkim,2008,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
